Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Crater,max,A,GLS,gls,GWT_range,-0.0057428149508058635,NA,20,cpi
Crater,max,A,RFR,pass2,WL_min_7day,2.181817100021946,NA,20,cpi
Crater,max,A,RFR,pass2,Solar_7d,0.8257039531518997,NA,20,cpi
Crater,max,A,RFR,pass2,Water_area_m2_3d,0.5725446095062419,NA,20,cpi
Crater,max,A,RFR,pass2,GWL_range,0.42394066850194684,NA,20,cpi
Crater,max,A,RFR,pass2,Air_tmean_3day,0.3890710218900022,NA,20,cpi
Crater,max,A,RFR,pass2,ppt_7day,0.17122285998657452,NA,20,cpi
Crater,max,A,RFR,pass2,Air_trange,0.0676272668029389,NA,20,cpi
Crater,max,A,RFR,pass2,GWT_range,0.011763986981123853,NA,20,cpi
Crater,max,A,XGB,pass2,WL_min_7day,2.440449679734579,NA,20,cpi
Crater,max,A,XGB,pass2,Solar_7d,0.8464946614449926,NA,20,cpi
Crater,max,A,XGB,pass2,Water_area_m2_3d,0.7341640881518866,NA,20,cpi
Crater,max,A,XGB,pass2,Air_tmean_3day,0.5824063911063753,NA,20,cpi
Crater,max,A,XGB,pass2,GWL_range,0.5299931360899646,NA,20,cpi
Crater,max,A,XGB,pass2,ppt_7day,0.2749015010660786,NA,20,cpi
Crater,max,A,XGB,pass2,Air_trange,0.1718849079116565,NA,20,cpi
Crater,max,A,XGB,pass2,GWT_range,0.026384798887180316,NA,20,cpi
Crater,max,B,GLS,gls,Solar_7d,0.32347110434438364,NA,20,cpi
Crater,max,B,GLS,gls,Air_tmean_3day,0.13102890458966754,NA,20,cpi
Crater,max,B,GLS,gls,Air_trange,0.005174886614969676,NA,20,cpi
Crater,max,B,GLS,gls,ppt_7day,0.0046938987276798905,NA,20,cpi
Crater,max,B,RFR,orig,Solar_7d,2.446322542282961,NA,20,cpi
Crater,max,B,RFR,orig,Air_tmean_3day,0.8441853307569999,NA,20,cpi
